"","Col1","Col2"
"1",2000,-0.107
"2",2000,NA
"3",2000,NA
"4",2000,0.408
"5",2000,-0.129
"6",2000,0.199
"7",2000,0.243
"8",2000,0.556
"9",2000,-0.078
"10",2000,-0.098
"11",2000,NA
"12",2000,NA
"13",2000,NA
"14",2000,-0.161
"15",2000,NA
"16",2000,0.278
"17",2000,0.405
"18",2000,0.396
"19",2000,-0.128
"20",2000,0.069
"21",2000,0.363
"22",2000,-0.126
"23",2000,-0.068
"24",2000,-0.089
"25",2000,-0.095
"26",2000,-0.09
"27",2000,-0.038
"28",2000,-0.005
"29",2000,0.114
"30",2000,-0.032
"31",2000,-0.063
"32",2000,NA
"33",2000,-0.089
"34",2000,-0.014
"35",2000,-0.129
"36",2000,-0.001
"37",2000,-0.147
"38",2000,-0.076
"39",2000,0.032
"40",2000,0.141
"41",2000,0.349
"42",2000,-0.014
"43",2000,-0.099
"44",2000,-0.142
"45",2000,-0.109
"46",2000,-0.109
"47",2000,0.107
"48",2000,-0.126
"49",2000,0.005
"50",2000,0.171
"51",2000,-0.197
"52",2000,-0.13
"53",2000,0.059
"54",2000,0.243
"55",2000,-0.162
"56",2000,-0.073
"57",2000,0.073
"58",2000,-0.129
"59",2000,0.004
"60",2000,-0.043
"61",2000,NA
"62",2000,-0.004
"63",2000,-0.091
"64",2000,-0.202
"65",2000,-0.072
"66",2000,0.095
"67",2000,-0.146
"68",2000,NA
"69",2000,NA
"70",2000,0.462
"71",2000,-0.207
"72",2000,-0.142
"73",2000,-0.032
"74",2000,0.224
"75",2000,-0.101
"76",2000,-0.043
"77",2000,0.181
"78",2000,-0.143
"79",2000,0.094
"80",2000,0.443
"81",2000,NA
"82",2000,0.025
"83",2001,0.013
"84",2001,0.046
"85",2001,0.405
"86",2001,NA
"87",2001,NA
"88",2001,NA
"89",2001,NA
"90",2001,0.687
"91",2001,NA
"92",2001,-0.098
"93",2001,-0.089
"94",2001,NA
"95",2001,0.038
"96",2001,0.18
"97",2001,-0.2
"98",2001,-0.193
"99",2001,-0.12
"100",2001,-0.03
"101",2001,-0.066
"102",2001,-0.128
"103",2001,-0.055
"104",2001,NA
"105",2001,-0.054
"106",2001,-0.001
"107",2001,NA
"108",2001,-0.138
"109",2001,-0.155
"110",2001,-0.036
"111",2001,0.025
"112",2001,NA
"113",2001,-0.046
"114",2001,-0.089
"115",2001,-0.153
"116",2001,NA
"117",2001,0.129
"118",2001,-0.039
"119",2001,NA
"120",2001,-0.048
"121",2001,-0.084
"122",2001,-0.088
"123",2001,-0.015
"124",2001,-0.016
"125",2001,0.179
"126",2001,0.137
"127",2001,-0.197
"128",2001,-0.09
"129",2001,-0.192
"130",2001,NA
"131",2001,0.016
"132",2001,-0.204
"133",2001,NA
"134",2001,-0.14
"135",2001,-0.004
"136",2001,0.104
"137",2001,-0.092
"138",2001,-0.207
"139",2001,NA
"140",2001,0.025
"141",2001,0.259
"142",2001,-0.132
"143",2001,0.001
"144",2001,0.216
"145",2001,-0.081
"146",2001,0.122
"147",2001,0.434
"148",2001,-0.093
"149",2001,-0.201
"150",2001,-0.066
"151",2001,0.146
"152",2001,-0.212
"153",2001,NA
"154",2001,-0.063
"155",2001,NA
"156",2001,0.16
"157",2001,NA
"158",2001,-0.15
"159",2001,-0.024
"160",2001,-0.141
"161",2001,-0.043
"162",2001,-0.219
"163",2001,0.182
"164",2001,-0.122
"165",2001,-0.045
"166",2001,-0.152
"167",2001,0.019
"168",2001,-0.106
"169",2001,-0.113
"170",2001,NA
"171",2001,NA
"172",2001,0.691
"173",2002,NA
"174",2002,NA
"175",2002,0.448
"176",2002,NA
"177",2002,NA
"178",2002,0.552
"179",2002,-0.014
"180",2002,0.028
"181",2002,0.387
"182",2002,0.045
"183",2002,-0.025
"184",2002,-0.126
"185",2002,0.142
"186",2002,0.481
"187",2002,-0.076
"188",2002,-0.05
"189",2002,-0.058
"190",2002,-0.044
"191",2002,-0.011
"192",2002,0.079
"193",2002,0.003
"194",2002,0.062
"195",2002,0.226
"196",2002,0.004
"197",2002,0.178
"198",2002,0.31
"199",2002,-0.019
"200",2002,-0.038
"201",2002,0.066
"202",2002,NA
"203",2002,-0.146
"204",2002,-0.13
"205",2002,0.031
"206",2002,-0.058
"207",2002,0.07
"208",2002,-0.084
"209",2002,-0.003
"210",2002,0.158
"211",2002,-0.099
"212",2002,0.11
"213",2002,0.307
"214",2002,-0.169
"215",2002,-0.079
"216",2002,-0.113
"217",2002,0.055
"218",2002,0.167
"219",2002,-0.184
"220",2002,-0.162
"221",2002,-0.111
"222",2002,0.069
"223",2002,0.259
"224",2002,-0.131
"225",2002,0.054
"226",2002,0.138
"227",2002,0.034
"228",2002,-0.077
"229",2002,-0.178
"230",2002,-0.157
"231",2002,-0.176
"232",2002,-0.073
"233",2002,0.087
"234",2002,-0.11
"235",2002,0.107
"236",2002,0.363
"237",2002,-0.125
"238",2002,0.006
"239",2002,0.083
"240",2002,-0.184
"241",2002,-0.197
"242",2002,-0.168
"243",2002,-0.053
"244",2002,-0.094
"245",2002,-0.181
"246",2002,-0.035
"247",2002,-0.11
"248",2002,0.14
"249",2002,0.182
"250",2002,0.422
"251",2002,0.226
"252",2002,NA
"253",2002,NA
"254",2002,NA
"255",2002,NA
"256",2002,NA
"257",2002,NA
"258",2002,NA
"259",2002,NA
"260",2002,NA
"261",2002,NA
"262",2002,0.723
"263",2002,NA
"264",2003,NA
"265",2003,NA
"266",2003,0.549
"267",2003,NA
"268",2003,NA
"269",2003,NA
"270",2003,NA
"271",2003,NA
"272",2003,NA
"273",2003,NA
"274",2003,NA
"275",2003,NA
"276",2003,NA
"277",2003,NA
"278",2003,NA
"279",2003,NA
"280",2003,NA
"281",2003,NA
"282",2003,0.276
"283",2003,0.343
"284",2003,0.18
"285",2003,0.315
"286",2003,0.707
"287",2003,-0.089
"288",2003,-0.117
"289",2003,NA
"290",2003,-0.162
"291",2003,NA
"292",2003,0.018
"293",2003,-0.209
"294",2003,-0.18
"295",2003,NA
"296",2003,-0.075
"297",2003,-0.022
"298",2003,-0.095
"299",2003,0.008
"300",2003,0.143
"301",2003,-0.085
"302",2003,-0.002
"303",2003,0.044
"304",2003,-0.12
"305",2003,-0.065
"306",2003,0.205
"307",2003,-0.023
"308",2003,-0.089
"309",2003,-0.167
"310",2003,-0.076
"311",2003,0.026
"312",2003,-0.051
"313",2003,-0.111
"314",2003,-0.121
"315",2003,0.123
"316",2003,-0.024
"317",2003,0.047
"318",2003,0.443
"319",2003,-0.037
"320",2003,-0.103
"321",2003,-0.116
"322",2003,0.005
"323",2003,0.093
"324",2003,0.346
"325",2003,0.097
"326",2003,-0.116
"327",2003,-0.153
"328",2003,-0.131
"329",2003,-0.066
"330",2003,-0.063
"331",2003,-0.174
"332",2003,0.169
"333",2003,0.442
"334",2003,-0.096
"335",2003,-0.119
"336",2003,-0.064
"337",2003,-0.052
"338",2003,0.127
"339",2003,-0.121
"340",2003,0.019
"341",2003,-0.077
"342",2003,0.58
"343",2003,0.181
"344",2004,NA
"345",2004,NA
"346",2004,NA
"347",2004,NA
"348",2004,-0.051
"349",2004,-0.119
"350",2004,0.101
"351",2004,0.109
"352",2004,0.214
"353",2004,-0.123
"354",2004,0.163
"355",2004,0.455
"356",2004,-0.163
"357",2004,0.017
"358",2004,NA
"359",2004,-0.198
"360",2004,-0.082
"361",2004,-0.117
"362",2004,-0.213
"363",2004,-0.076
"364",2004,0.099
"365",2004,-0.072
"366",2004,NA
"367",2004,-0.112
"368",2004,-0.03
"369",2004,0.144
"370",2004,-0.104
"371",2004,0.004
"372",2004,NA
"373",2004,-0.095
"374",2004,-0.124
"375",2004,-0.009
"376",2004,-0.064
"377",2004,-0.16
"378",2004,-0.087
"379",2004,0.009
"380",2004,-0.143
"381",2004,-0.016
"382",2004,NA
"383",2004,-0.145
"384",2004,0.071
"385",2004,0.275
"386",2004,-0.106
"387",2004,0.034
"388",2004,-0.148
"389",2004,-0.026
"390",2004,0.089
"391",2004,-0.213
"392",2004,-0.181
"393",2004,-0.155
"394",2004,NA
"395",2004,0.242
"396",2004,0.008
"397",2004,-0.08
"398",2004,NA
"399",2004,0.096
"400",2004,-0.038
"401",2004,0.068
"402",2004,-0.189
"403",2004,-0.163
"404",2004,-0.027
"405",2004,0.084
"406",2004,-0.201
"407",2004,-0.183
"408",2004,-0.133
"409",2004,-0.001
"410",2004,-0.093
"411",2004,0.065
"412",2004,-0.149
"413",2004,-0.158
"414",2004,-0.135
"415",2004,0.107
"416",2004,0.333
"417",2004,0.008
"418",2004,-0.094
"419",2004,-0.199
"420",2004,NA
"421",2004,0.065
"422",2004,-0.153
"423",2004,-0.025
"424",2004,0.049
"425",2004,-0.159
"426",2004,0.034
"427",2004,0.267
"428",2004,-0.182
"429",2004,-0.101
"430",2004,-0.16
"431",2004,-0.028
"432",2004,0.065
"433",2004,0.342
"434",2004,-0.198
"435",2004,-0.082
"436",2004,0.109
"437",2004,-0.173
"438",2004,-0.166
"439",2004,0.342
"440",2004,-0.034
"441",2004,-0.198
"442",2004,-0.091
"443",2004,0.089
"444",2004,-0.138
"445",2004,-0.175
"446",2004,-0.171
"447",2004,-0.168
"448",2004,NA
"449",2004,0.317
"450",2004,-0.052
"451",2004,-0.199
"452",2004,-0.08
"453",2004,0.146
"454",2004,0.382
"455",2004,-0.111
"456",2004,-0.195
"457",2004,-0.09
"458",2004,0.088
"459",2004,-0.042
"460",2004,0.117
"461",2004,-0.178
"462",2004,-0.178
"463",2004,-0.165
"464",2004,0.135
"465",2004,0.46
"466",2004,-0.079
"467",2004,-0.112
"468",2004,-0.184
"469",2004,-0.046
"470",2004,0.19
"471",2004,0.114
"472",2004,-0.095
"473",2004,0.15
"474",2004,-0.027
"475",2004,NA
"476",2004,0.225
"477",2004,-0.087
"478",2004,-0.025
"479",2004,0.116
"480",2004,NA
"481",2004,NA
"482",2004,NA
"483",2004,NA
"484",2004,NA
"485",2005,NA
"486",2005,NA
"487",2005,NA
"488",2005,NA
"489",2005,NA
"490",2005,NA
"491",2005,-0.108
"492",2005,NA
"493",2005,NA
"494",2005,NA
"495",2005,NA
"496",2005,0.453
"497",2005,NA
"498",2005,0.455
"499",2005,-0.026
"500",2005,-0.127
"501",2005,0.005
"502",2005,NA
"503",2005,-0.019
"504",2005,-0.023
"505",2005,0.434
"506",2005,-0.095
"507",2005,-0.111
"508",2005,0.142
"509",2005,-0.142
"510",2005,NA
"511",2005,NA
"512",2005,-0.115
"513",2005,-0.084
"514",2005,-0.098
"515",2005,0.08
"516",2005,NA
"517",2005,NA
"518",2005,-0.09
"519",2005,-0.043
"520",2005,0.057
"521",2005,-0.095
"522",2005,-0.006
"523",2005,0.083
"524",2005,-0.032
"525",2005,0.002
"526",2005,NA
"527",2005,-0.056
"528",2005,-0.101
"529",2005,-0.107
"530",2005,-0.053
"531",2005,NA
"532",2005,-0.106
"533",2005,-0.013
"534",2005,0.036
"535",2005,-0.078
"536",2005,-0.077
"537",2005,0.051
"538",2005,0.199
"539",2005,-0.031
"540",2005,-0.089
"541",2005,-0.117
"542",2005,NA
"543",2005,-0.115
"544",2005,-0.024
"545",2005,0.036
"546",2005,NA
"547",2005,-0.118
"548",2005,0.011
"549",2005,0.163
"550",2005,-0.093
"551",2005,-0.147
"552",2005,-0.09
"553",2005,0.009
"554",2005,-0.119
"555",2005,-0.007
"556",2005,0.012
"557",2005,-0.161
"558",2005,NA
"559",2005,0.019
"560",2005,-0.12
"561",2005,-0.1
"562",2005,-0.135
"563",2005,-0.159
"564",2005,-0.097
"565",2005,0.023
"566",2005,-0.122
"567",2005,-0.089
"568",2005,-0.111
"569",2005,-0.164
"570",2005,-0.087
"571",2005,0.043
"572",2005,-0.138
"573",2005,-0.017
"574",2005,0.052
"575",2005,-0.103
"576",2005,-0.096
"577",2005,-0.141
"578",2005,0.057
"579",2005,0.282
"580",2005,-0.004
"581",2005,-0.162
"582",2005,-0.059
"583",2005,0.092
"584",2005,-0.017
"585",2005,0.106
"586",2005,-0.123
"587",2005,-0.113
"588",2005,0.121
"589",2005,0.362
"590",2005,-0.012
"591",2005,-0.107
"592",2005,-0.145
"593",2005,-0.016
"594",2005,NA
"595",2005,0.274
"596",2005,-0.024
"597",2005,-0.105
"598",2005,-0.181
"599",2005,-0.08
"600",2005,0.128
"601",2005,-0.133
"602",2005,-0.131
"603",2005,-0.131
"604",2005,-0.133
"605",2005,NA
"606",2005,0.373
"607",2005,-0.029
"608",2005,-0.143
"609",2005,-0.149
"610",2005,-0.133
"611",2005,NA
"612",2005,0.32
"613",2005,NA
"614",2005,-0.138
"615",2005,0.08
"616",2005,0.368
"617",2005,NA
"618",2005,NA
"619",2005,-0.178
"620",2005,NA
"621",2005,0.162
"622",2005,-0.033
"623",2005,0.449
"624",2005,0.233
"625",2005,0.325
"626",2005,-0.061
"627",2005,-0.097
"628",2005,-0.165
"629",2005,-0.077
"630",2005,0.239
"631",2005,0.265
"632",2005,NA
"633",2005,0.225
"634",2005,0.496
"635",2006,NA
"636",2006,NA
"637",2006,0.326
"638",2006,0.748
"639",2006,NA
"640",2006,NA
"641",2006,NA
"642",2006,NA
"643",2006,NA
"644",2006,NA
"645",2006,0.017
"646",2006,0.036
"647",2006,0.294
"648",2006,NA
"649",2006,NA
"650",2006,NA
"651",2006,NA
"652",2006,NA
"653",2006,NA
"654",2006,NA
"655",2006,NA
"656",2006,NA
"657",2006,NA
"658",2006,NA
"659",2006,NA
"660",2006,0.455
"661",2006,NA
"662",2006,0.608
"663",2006,0.197
"664",2006,-0.037
"665",2006,-0.032
"666",2006,0.098
"667",2006,-0.143
"668",2006,0.035
"669",2006,0.177
"670",2006,-0.083
"671",2006,-0.107
"672",2006,-0.117
"673",2006,0.11
"674",2006,0.399
"675",2006,0.037
"676",2006,-0.037
"677",2006,-0.023
"678",2006,-0.126
"679",2006,0.119
"680",2006,0.4
"681",2006,NA
"682",2006,-0.093
"683",2006,NA
"684",2006,NA
"685",2006,-0.085
"686",2006,NA
"687",2006,NA
"688",2006,-0.041
"689",2006,0.134
"690",2006,-0.023
"691",2006,-0.051
"692",2006,-0.092
"693",2006,NA
"694",2006,0.253
"695",2006,-0.134
"696",2006,-0.048
"697",2006,NA
"698",2006,-0.125
"699",2006,-0.016
"700",2006,0.059
"701",2006,-0.078
"702",2006,-0.088
"703",2006,-0.123
"704",2006,0.009
"705",2006,0.18
"706",2006,-0.031
"707",2006,-0.088
"708",2006,-0.117
"709",2006,-0.058
"710",2006,0.066
"711",2006,-0.019
"712",2006,0.056
"713",2006,-0.086
"714",2006,-0.096
"715",2006,NA
"716",2006,NA
"717",2006,0.025
"718",2006,-0.137
"719",2006,-0.02
"720",2006,0.061
"721",2006,-0.094
"722",2006,-0.118
"723",2006,NA
"724",2006,0.265
"725",2006,-0.163
"726",2006,-0.102
"727",2006,-0.139
"728",2006,-0.029
"729",2006,0.041
"730",2006,-0.097
"731",2006,-0.027
"732",2006,NA
"733",2006,-0.08
"734",2006,0.065
"735",2006,-0.138
"736",2006,-0.026
"737",2006,0.021
"738",2006,-0.111
"739",2006,-0.123
"740",2006,NA
"741",2006,NA
"742",2006,0.273
"743",2006,-0.024
"744",2006,-0.141
"745",2006,-0.025
"746",2006,0.024
"747",2006,-0.111
"748",2006,-0.119
"749",2006,-0.129
"750",2006,0.035
"751",2006,0.236
"752",2006,-0.02
"753",2006,-0.094
"754",2006,-0.149
"755",2006,-0.085
"756",2006,NA
"757",2006,-0.132
"758",2006,-0.021
"759",2006,0.037
"760",2006,0.116
"761",2006,-0.173
"762",2006,-0.073
"763",2006,0.139
"764",2006,-0.143
"765",2006,-0.004
"766",2006,0.051
"767",2006,-0.12
"768",2006,-0.118
"769",2006,-0.125
"770",2006,0.058
"771",2006,0.314
"772",2006,-0.084
"773",2006,-0.089
"774",2006,-0.047
"775",2006,0.085
"776",2006,NA
"777",2006,-0.171
"778",2006,-0.051
"779",2006,0.168
"780",2006,-0.122
"781",2006,0.035
"782",2006,NA
"783",2006,-0.124
"784",2006,-0.052
"785",2006,-0.08
"786",2006,-0.026
"787",2006,0.095
"788",2006,NA
"789",2006,NA
"790",2006,NA
"791",2006,NA
"792",2006,NA
"793",2006,NA
"794",2006,NA
"795",2006,NA
"796",2007,0.191
"797",2007,NA
"798",2007,NA
"799",2007,NA
"800",2007,NA
"801",2007,NA
"802",2007,NA
"803",2007,0.44
"804",2007,NA
"805",2007,NA
"806",2007,0.557
"807",2007,NA
"808",2007,NA
"809",2007,0.471
"810",2007,NA
"811",2007,0.592
"812",2007,NA
"813",2007,0.523
"814",2007,0.033
"815",2007,NA
"816",2007,0.386
"817",2007,0.087
"818",2007,0.129
"819",2007,0.224
"820",2007,-0.086
"821",2007,-0.092
"822",2007,-0.185
"823",2007,-0.067
"824",2007,0.074
"825",2007,0.05
"826",2007,-0.117
"827",2007,-0.038
"828",2007,NA
"829",2007,-0.094
"830",2007,-0.009
"831",2007,0.068
"832",2007,0.003
"833",2007,0.017
"834",2007,-0.096
"835",2007,NA
"836",2007,NA
"837",2007,0.019
"838",2007,0.026
"839",2007,-0.035
"840",2007,NA
"841",2007,-0.097
"842",2007,-0.099
"843",2007,-0.04
"844",2007,0.039
"845",2007,-0.043
"846",2007,0.006
"847",2007,0.062
"848",2007,-0.092
"849",2007,-0.087
"850",2007,-0.084
"851",2007,NA
"852",2007,0.226
"853",2007,-0.027
"854",2007,-0.086
"855",2007,-0.111
"856",2007,-0.026
"857",2007,NA
"858",2007,-0.139
"859",2007,-0.11
"860",2007,-0.117
"861",2007,NA
"862",2007,0.242
"863",2007,-0.011
"864",2007,-0.085
"865",2007,-0.152
"866",2007,-0.09
"867",2007,0.004
"868",2007,-0.121
"869",2007,-0.009
"870",2007,0.063
"871",2007,-0.149
"872",2007,-0.129
"873",2007,-0.126
"874",2007,NA
"875",2007,0.261
"876",2007,-0.158
"877",2007,-0.146
"878",2007,-0.155
"879",2007,NA
"880",2007,0.083
"881",2007,-0.124
"882",2007,-0.005
"883",2007,0.052
"884",2007,-0.158
"885",2007,-0.15
"886",2007,-0.133
"887",2007,NA
"888",2007,0.249
"889",2007,-0.145
"890",2007,-0.021
"891",2007,0.025
"892",2007,-0.167
"893",2007,-0.156
"894",2007,-0.122
"895",2007,NA
"896",2007,0.291
"897",2007,-0.171
"898",2007,-0.071
"899",2007,0.096
"900",2007,-0.132
"901",2007,-0.019
"902",2007,NA
"903",2007,-0.165
"904",2007,NA
"905",2007,0.263
"906",2007,-0.009
"907",2007,-0.082
"908",2007,-0.167
"909",2007,NA
"910",2007,0.118
"911",2007,-0.128
"912",2007,-0.012
"913",2007,0.006
"914",2007,NA
"915",2007,-0.175
"916",2007,-0.08
"917",2007,0.13
"918",2007,-0.134
"919",2007,0.001
"920",2007,0.032
"921",2007,-0.12
"922",2007,NA
"923",2007,0.309
"924",2007,NA
"925",2007,-0.09
"926",2007,-0.051
"927",2007,-0.013
"928",2007,-0.157
"929",2007,-0.143
"930",2007,-0.114
"931",2007,NA
"932",2007,0.319
"933",2007,-0.067
"934",2007,NA
"935",2007,-0.18
"936",2007,-0.139
"937",2007,-0.029
"938",2007,-0.018
"939",2007,-0.167
"940",2007,-0.158
"941",2007,NA
"942",2007,NA
"943",2007,0.031
"944",2007,-0.05
"945",2007,NA
"946",2007,NA
"947",2007,NA
"948",2007,NA
"949",2007,NA
"950",2007,NA
"951",2008,NA
"952",2008,NA
"953",2008,NA
"954",2008,NA
"955",2008,NA
"956",2008,NA
"957",2008,NA
"958",2008,NA
"959",2008,NA
"960",2008,NA
"961",2008,0.044
"962",2008,0.058
"963",2008,0.063
"964",2008,-0.046
"965",2008,NA
"966",2008,0.102
"967",2008,NA
"968",2008,-0.156
"969",2008,-0.136
"970",2008,-0.105
"971",2008,-0.105
"972",2008,-0.156
"973",2008,-0.049
"974",2008,0.155
"975",2008,NA
"976",2008,NA
"977",2008,NA
"978",2008,-0.134
"979",2008,-0.097
"980",2008,-0.094
"981",2008,0.038
"982",2008,0.316
"983",2008,-0.101
"984",2008,-0.001
"985",2008,0.374
"986",2008,-0.136
"987",2008,-0.128
"988",2008,-0.03
"989",2008,-0.113
"990",2008,0.071
"991",2008,0.318
"992",2008,-0.074
"993",2008,NA
"994",2008,NA
"995",2008,0.037
"996",2008,-0.126
"997",2008,-0.03
"998",2008,0.02
"999",2008,NA
"1000",2008,NA
"1001",2008,0.294
"1002",2008,-0.043
"1003",2008,-0.053
"1004",2008,-0.136
"1005",2008,-0.084
"1006",2008,0.012
"1007",2008,-0.144
"1008",2008,-0.035
"1009",2008,0.006
"1010",2008,-0.129
"1011",2008,-0.002
"1012",2008,0.197
"1013",2008,-0.035
"1014",2008,-0.004
"1015",2008,-0.034
"1016",2008,0.007
"1017",2008,0.018
"1018",2008,0.245
"1019",2008,-0.144
"1020",2008,-0.096
"1021",2008,0.003
"1022",2008,-0.13
"1023",2008,-0.029
"1024",2008,-0.011
"1025",2008,-0.183
"1026",2008,-0.155
"1027",2008,NA
"1028",2008,-0.005
"1029",2008,0.215
"1030",2008,NA
"1031",2008,NA
"1032",2008,0.011
"1033",2008,-0.135
"1034",2008,-0.04
"1035",2008,-0.004
"1036",2008,NA
"1037",2008,0.043
"1038",2008,0.267
"1039",2008,-0.184
"1040",2008,NA
"1041",2008,0.015
"1042",2008,-0.115
"1043",2008,-0.029
"1044",2008,-0.013
"1045",2008,-0.178
"1046",2008,NA
"1047",2008,-0.128
"1048",2008,0.016
"1049",2008,0.225
"1050",2008,NA
"1051",2008,NA
"1052",2008,0.064
"1053",2008,-0.139
"1054",2008,-0.025
"1055",2008,-0.009
"1056",2008,-0.185
"1057",2008,-0.176
"1058",2008,NA
"1059",2008,0.249
"1060",2008,-0.037
"1061",2008,NA
"1062",2008,-0.141
"1063",2008,-0.028
"1064",2008,NA
"1065",2008,-0.188
"1066",2008,NA
"1067",2008,NA
"1068",2008,0.039
"1069",2008,0.258
"1070",2008,NA
"1071",2008,NA
"1072",2008,-0.11
"1073",2008,-0.011
"1074",2008,-0.192
"1075",2008,-0.173
"1076",2008,-0.134
"1077",2008,0.028
"1078",2008,0.277
"1079",2008,-0.057
"1080",2008,NA
"1081",2008,-0.065
"1082",2008,-0.099
"1083",2008,-0.221
"1084",2008,-0.079
"1085",2008,0.135
"1086",2008,0.019
"1087",2008,-0.207
"1088",2008,-0.179
"1089",2008,-0.22
"1090",2008,-0.079
"1091",2008,0.131
"1092",2008,-0.21
"1093",2008,-0.186
"1094",2008,-0.074
"1095",2008,0.005
"1096",2008,0.143
"1097",2008,0.042
"1098",2008,-0.223
"1099",2008,-0.196
"1100",2008,-0.141
"1101",2008,NA
"1102",2008,0.278
"1103",2008,-0.062
"1104",2008,-0.09
"1105",2009,NA
"1106",2009,NA
"1107",2009,NA
"1108",2009,NA
"1109",2009,NA
"1110",2009,0.525
"1111",2009,NA
"1112",2009,0.175
"1113",2009,NA
"1114",2009,NA
"1115",2009,NA
"1116",2009,NA
"1117",2009,NA
"1118",2009,NA
"1119",2009,NA
"1120",2009,NA
"1121",2009,0.408
"1122",2009,NA
"1123",2009,NA
"1124",2009,0.55
"1125",2009,NA
"1126",2009,NA
"1127",2009,NA
"1128",2009,-0.168
"1129",2009,-0.054
"1130",2009,0.132
"1131",2009,-0.195
"1132",2009,-0.152
"1133",2009,-0.118
"1134",2009,-0.106
"1135",2009,0.082
"1136",2009,-0.113
"1137",2009,-0.009
"1138",2009,NA
"1139",2009,-0.086
"1140",2009,-0.093
"1141",2009,-0.073
"1142",2009,0.025
"1143",2009,NA
"1144",2009,-0.104
"1145",2009,NA
"1146",2009,-0.063
"1147",2009,0.037
"1148",2009,NA
"1149",2009,NA
"1150",2009,-0.092
"1151",2009,NA
"1152",2009,-0.069
"1153",2009,-0.015
"1154",2009,0.028
"1155",2009,-0.096
"1156",2009,-0.06
"1157",2009,-0.067
"1158",2009,NA
"1159",2009,0.076
"1160",2009,-0.1
"1161",2009,-0.039
"1162",2009,0.011
"1163",2009,-0.098
"1164",2009,NA
"1165",2009,0.243
"1166",2009,-0.162
"1167",2009,NA
"1168",2009,0.01
"1169",2009,-0.117
"1170",2009,-0.033
"1171",2009,-0.003
"1172",2009,-0.167
"1173",2009,NA
"1174",2009,0.02
"1175",2009,0.188
"1176",2009,-0.027
"1177",2009,-0.089
"1178",2009,-0.138
"1179",2009,-0.09
"1180",2009,NA
"1181",2009,-0.123
"1182",2009,-0.01
"1183",2009,-0.012
"1184",2009,0.017
"1185",2009,0.192
"1186",2009,-0.02
"1187",2009,-0.085
"1188",2009,NA
"1189",2009,NA
"1190",2009,0.012
"1191",2009,NA
"1192",2009,-0.023
"1193",2009,NA
"1194",2009,-0.17
"1195",2009,NA
"1196",2009,0.012
"1197",2009,0.164
